Date|Close|Open|High|Low|Volume|Change|Value
2015-08-21|1,876.07|1,862.79|1,886.49|1,856.91|512.31M|-2.01%|0
2015-08-24|1,829.81|1,860.03|1,872.86|1,800.75|415.18M|-2.47%|0
2015-08-25|1,846.63|1,840.94|1,864.30|1,806.79|451.59M|0.92%|1
2015-08-26|1,894.09|1,843.70|1,895.45|1,835.58|453.39M|2.57%|1
2015-08-27|1,908.00|1,912.42|1,920.39|1,898.98|482.66M|0.73%|1
2015-08-28|1,937.67|1,932.39|1,938.61|1,927.39|446.75M|1.56%|1
2015-08-31|1,941.49|1,934.12|1,941.49|1,925.52|350.94M|0.20%|1
2015-09-01|1,914.23|1,934.44|1,939.67|1,914.22|324.48M|-1.40%|0
2015-09-02|1,915.22|1,886.14|1,920.62|1,883.50|342.02M|0.05%|1
2015-09-03|1,915.53|1,929.78|1,931.19|1,911.17|297.28M|0.02%|1
2015-09-04|1,886.04|1,921.81|1,923.06|1,879.94|361.09M|-1.54%|0
2015-09-07|1,883.22|1,883.36|1,895.99|1,870.59|288.16M|-0.15%|0
2015-09-08|1,878.68|1,889.14|1,894.56|1,868.48|391.89M|-0.24%|0
2015-09-09|1,934.20|1,903.28|1,934.20|1,902.93|516.17M|2.96%|1
2015-09-10|1,962.11|1,918.42|1,962.11|1,915.44|460.34M|1.44%|1
2015-09-11|1,941.37|1,942.88|1,951.26|1,939.73|503.01M|-1.06%|0
2015-09-14|1,931.46|1,947.65|1,948.02|1,921.45|362.92M|-0.51%|0
2015-09-15|1,937.56|1,930.44|1,938.90|1,927.62|390.82M|0.32%|1
2015-09-16|1,975.45|1,949.49|1,978.68|1,949.15|584.76M|1.96%|1
2015-09-17|1,976.49|1,989.07|1,989.07|1,972.93|510.17M|0.05%|1
2015-09-18|1,995.95|1,978.39|1,996.47|1,964.12|523.80M|0.98%|1
2015-09-21|1,964.68|1,973.24|1,980.80|1,960.11|376.42M|-1.57%|0
2015-09-22|1,982.06|1,973.54|1,983.99|1,966.05|696.37M|0.88%|1
2015-09-23|1,944.64|1,960.33|1,968.16|1,944.51|856.99M|-1.89%|0
2015-09-24|1,947.10|1,956.94|1,958.73|1,944.31|921.27M|0.13%|1
2015-09-25|1,942.85|1,948.30|1,951.94|1,932.49|796.57M|-0.22%|0
2015-09-30|1,962.81|1,915.46|1,962.84|1,915.04|546.99M|1.03%|1
2015-10-01|1,979.32|1,963.55|1,986.01|1,958.63|678.98M|0.84%|1
2015-10-02|1,969.68|1,979.41|1,985.57|1,969.68|1.03B|-0.49%|0
2015-10-05|1,978.25|1,981.60|1,994.65|1,975.55|545.63M|0.44%|1
2015-10-06|1,990.65|1,996.29|1,998.02|1,985.17|661.64M|0.63%|1
2015-10-07|2,005.84|1,995.87|2,006.24|1,994.55|761.72M|0.76%|1
2015-10-08|2,019.53|2,016.36|2,020.19|1,998.66|700.99M|0.68%|1
2015-10-12|2,021.63|2,022.33|2,030.92|2,015.43|635.08M|0.10%|1
2015-10-13|2,019.05|2,021.20|2,024.50|2,010.16|605.00M|-0.13%|0
2015-10-14|2,009.55|2,014.47|2,016.14|2,002.63|644.80M|-0.47%|0
2015-10-15|2,033.27|2,008.29|2,035.80|2,007.46|498.90M|1.18%|1
2015-10-16|2,030.26|2,037.98|2,038.06|2,025.19|550.80M|-0.15%|0
2015-10-19|2,030.27|2,032.36|2,036.30|2,022.25|726.84M|0.00%|1
2015-10-20|2,039.36|2,031.50|2,040.24|2,026.67|958.06M|0.45%|1
2015-10-21|2,042.98|2,039.25|2,053.95|2,035.59|668.95M|0.18%|1
2015-10-22|2,023.00|2,040.43|2,042.57|2,019.53|695.81M|-0.98%|0
2015-10-23|2,040.40|2,043.67|2,054.82|2,036.92|649.00M|0.86%|1
2015-10-26|2,048.08|2,049.41|2,049.60|2,039.97|459.95M|0.38%|1
2015-10-27|2,044.65|2,043.52|2,045.81|2,036.22|449.16M|-0.17%|0
2015-10-28|2,042.51|2,045.67|2,045.67|2,032.39|402.20M|-0.10%|0
2015-10-29|2,034.16|2,050.97|2,064.72|2,032.56|481.35M|-0.41%|0
2015-10-30|2,029.47|2,034.78|2,038.56|2,027.80|380.67M|-0.23%|0
2015-11-02|2,035.24|2,033.15|2,036.05|2,028.20|366.38M|0.28%|1
2015-11-03|2,048.40|2,042.60|2,053.24|2,040.75|591.74M|0.65%|1
2015-11-04|2,052.77|2,053.51|2,056.12|2,042.38|545.09M|0.21%|1
2015-11-05|2,049.41|2,049.30|2,050.44|2,039.93|349.08M|-0.16%|0
2015-11-06|2,041.07|2,048.17|2,055.14|2,038.46|465.03M|-0.41%|0
2015-11-09|2,025.70|2,038.59|2,038.59|2,022.52|435.39M|-0.75%|0
2015-11-10|1,996.59|2,015.45|2,015.45|1,988.54|417.46M|-1.44%|0
2015-11-11|1,997.27|1,993.81|2,001.73|1,983.14|286.57M|0.03%|1
2015-11-12|1,993.36|1,997.32|1,998.66|1,991.28|389.44M|-0.20%|0
2015-11-13|1,973.29|1,975.97|1,981.27|1,969.71|342.31M|-1.01%|0
2015-11-16|1,943.02|1,945.68|1,956.09|1,942.85|433.43M|-1.53%|0
2015-11-17|1,963.58|1,967.36|1,974.08|1,959.22|417.56M|1.06%|1
2015-11-18|1,962.88|1,967.25|1,973.16|1,961.43|541.86M|-0.04%|0
2015-11-19|1,988.91|1,976.94|1,988.92|1,972.85|422.52M|1.33%|1
2015-11-20|1,989.86|1,988.96|1,993.97|1,985.93|413.66M|0.05%|1
2015-11-23|2,003.70|1,995.92|2,008.34|1,992.86|383.23M|0.70%|1
2015-11-24|2,016.29|2,004.29|2,019.95|2,003.06|417.00M|0.63%|1
2015-11-25|2,009.42|2,018.24|2,018.93|2,007.91|391.65M|-0.34%|0
2015-11-26|2,030.68|2,014.88|2,033.18|2,014.88|454.46M|1.06%|1
2015-11-27|2,028.99|2,038.71|2,038.72|2,026.40|481.95M|-0.08%|0
2015-11-30|1,991.97|2,022.38|2,022.38|1,987.12|452.87M|-1.82%|0
2015-12-01|2,023.93|2,001.51|2,026.33|2,001.51|573.34M|1.60%|1
2015-12-02|2,009.29|2,026.08|2,026.19|2,009.29|631.32M|-0.72%|0
2015-12-03|1,994.07|2,000.20|2,000.20|1,981.59|365.87M|-0.76%|0
2015-12-04|1,974.40|1,972.16|1,983.02|1,970.48|379.47M|-0.99%|0
2015-12-07|1,963.67|1,987.62|1,988.04|1,963.66|382.13M|-0.54%|0
2015-12-08|1,949.04|1,964.22|1,971.07|1,948.43|406.18M|-0.75%|0
2015-12-09|1,948.24|1,951.39|1,956.70|1,944.78|378.10M|-0.04%|0
2015-12-10|1,952.07|1,947.21|1,956.84|1,940.40|377.85M|0.20%|1
2015-12-11|1,948.62|1,952.82|1,961.00|1,943.67|380.71M|-0.18%|0
2015-12-14|1,927.82|1,926.36|1,930.40|1,919.22|439.74M|-1.07%|0
2015-12-15|1,932.97|1,935.82|1,938.04|1,925.75|434.74M|0.27%|1
2015-12-16|1,969.40|1,950.15|1,975.63|1,950.05|475.10M|1.88%|1
2015-12-17|1,977.96|1,984.06|1,987.83|1,967.64|379.57M|0.43%|1
2015-12-18|1,975.32|1,960.32|1,981.42|1,958.12|677.73M|-0.13%|0
2015-12-21|1,981.19|1,974.26|1,986.66|1,968.14|539.60M|0.30%|1
2015-12-22|1,992.56|1,984.37|1,992.72|1,971.32|577.24M|0.57%|1
2015-12-23|1,999.22|1,994.20|2,007.42|1,989.30|502.37M|0.33%|1
2015-12-24|1,990.65|2,009.34|2,009.99|1,990.65|504.62M|-0.43%|0
2015-12-28|1,964.06|1,990.59|1,991.19|1,964.06|396.64M|-1.34%|0
2015-12-29|1,966.31|1,956.49|1,968.57|1,946.21|401.43M|0.11%|1
2015-12-30|1,961.31|1,973.03|1,974.67|1,958.78|304.46M|-0.25%|0
2016-01-04|1,918.76|1,954.47|1,954.52|1,918.76|359.02M|-2.17%|0
2016-01-05|1,930.53|1,911.93|1,937.57|1,911.93|446.55M|0.61%|1
2016-01-06|1,925.43|1,934.25|1,934.25|1,911.61|594.61M|-0.26%|0
2016-01-07|1,904.33|1,915.71|1,926.41|1,901.24|393.04M|-1.10%|0
2016-01-08|1,917.62|1,889.42|1,918.25|1,883.82|430.20M|0.70%|1
2016-01-11|1,894.84|1,897.18|1,907.43|1,892.69|328.77M|-1.19%|0
2016-01-12|1,890.86|1,907.61|1,910.59|1,888.94|295.14M|-0.21%|0
2016-01-13|1,916.28|1,904.33|1,921.00|1,902.49|265.22M|1.34%|1
2016-01-14|1,900.01|1,893.18|1,900.48|1,882.02|310.98M|-0.85%|0
2016-01-15|1,878.87|1,915.83|1,918.30|1,873.35|312.36M|-1.11%|0
2016-01-18|1,878.45|1,856.03|1,882.21|1,854.55|276.94M|-0.02%|0
2016-01-19|1,889.64|1,879.80|1,889.90|1,866.76|335.32M|0.60%|1
2016-01-20|1,845.45|1,885.36|1,885.36|1,830.06|407.30M|-2.34%|0
2016-01-21|1,840.53|1,848.10|1,860.02|1,838.04|433.74M|-0.27%|0
2016-01-22|1,879.43|1,860.30|1,879.43|1,859.54|408.46M|2.11%|1
2016-01-25|1,893.43|1,890.15|1,901.22|1,882.74|315.30M|0.74%|1
2016-01-26|1,871.69|1,881.87|1,884.13|1,862.98|298.82M|-1.15%|0
2016-01-27|1,897.87|1,888.07|1,902.03|1,883.39|348.90M|1.40%|1
2016-01-28|1,906.94|1,885.38|1,907.56|1,877.78|354.31M|0.48%|1
2016-01-29|1,912.06|1,905.01|1,912.07|1,888.48|386.56M|0.27%|1
2016-02-01|1,924.82|1,919.62|1,926.11|1,912.85|440.32M|0.67%|1
2016-02-02|1,906.60|1,914.96|1,920.02|1,906.06|412.27M|-0.95%|0
2016-02-03|1,890.67|1,893.83|1,894.72|1,882.75|408.60M|-0.84%|0
2016-02-04|1,916.26|1,900.48|1,917.09|1,897.18|365.80M|1.35%|1
2016-02-05|1,917.79|1,914.55|1,921.76|1,910.31|305.77M|0.08%|1
2016-02-11|1,861.54|1,872.68|1,877.77|1,858.90|386.43M|-2.93%|0
2016-02-12|1,835.28|1,850.67|1,857.12|1,817.97|470.50M|-1.41%|0
2016-02-15|1,862.20|1,857.33|1,864.62|1,847.60|284.60M|1.47%|1
2016-02-16|1,888.30|1,870.10|1,892.15|1,868.11|388.32M|1.40%|1
2016-02-17|1,883.94|1,889.41|1,897.37|1,881.03|344.63M|-0.23%|0
2016-02-18|1,908.84|1,909.40|1,910.12|1,898.49|332.58M|1.32%|1
2016-02-19|1,916.24|1,904.50|1,916.24|1,902.24|312.20M|0.39%|1
2016-02-22|1,916.36|1,911.56|1,921.14|1,905.85|267.86M|0.01%|1
2016-02-23|1,914.22|1,928.85|1,929.53|1,909.79|326.81M|-0.11%|0
2016-02-24|1,912.53|1,908.71|1,918.63|1,906.19|281.60M|-0.09%|0
2016-02-25|1,918.57|1,919.08|1,928.49|1,906.99|305.79M|0.32%|1
2016-02-26|1,920.16|1,927.10|1,927.80|1,917.07|280.22M|0.08%|1
2016-02-29|1,916.66|1,921.76|1,927.05|1,916.66|275.05M|-0.18%|0
2016-03-02|1,947.42|1,944.27|1,949.94|1,942.24|323.35M|1.60%|1
2016-03-03|1,958.17|1,957.83|1,958.17|1,946.57|420.98M|0.55%|1
2016-03-04|1,955.63|1,956.01|1,958.46|1,949.47|316.42M|-0.13%|0
2016-03-07|1,957.87|1,961.26|1,963.43|1,955.97|344.61M|0.11%|1
2016-03-08|1,946.12|1,958.94|1,958.94|1,935.55|358.68M|-0.60%|0
2016-03-09|1,952.95|1,940.55|1,952.95|1,938.32|355.39M|0.35%|1
2016-03-10|1,969.33|1,958.87|1,976.19|1,955.67|352.32M|0.84%|1
2016-03-11|1,971.41|1,968.30|1,975.87|1,966.65|303.42M|0.11%|1
2016-03-14|1,972.27|1,985.74|1,985.90|1,970.56|357.08M|0.04%|1
2016-03-15|1,969.97|1,975.61|1,979.46|1,966.44|264.58M|-0.12%|0
2016-03-16|1,974.90|1,971.58|1,982.08|1,969.66|294.46M|0.25%|1
2016-03-17|1,987.99|1,984.69|2,000.30|1,984.33|291.58M|0.66%|1
2016-03-18|1,992.12|1,996.31|1,996.31|1,986.04|385.85M|0.21%|1
2016-03-21|1,989.76|1,999.25|2,003.12|1,982.70|323.26M|-0.12%|0
2016-03-22|1,996.81|1,993.37|1,997.76|1,986.87|383.75M|0.35%|1
2016-03-23|1,995.12|1,996.47|2,001.67|1,989.84|367.55M|-0.08%|0
2016-03-24|1,985.97|1,988.46|1,992.76|1,981.17|341.17M|-0.46%|0
2016-03-25|1,983.81|1,991.06|1,991.06|1,981.53|463.42M|-0.11%|0
2016-03-28|1,982.54|1,984.93|1,992.46|1,981.37|410.47M|-0.06%|0
2016-03-29|1,994.91|1,986.93|1,997.33|1,984.07|385.45M|0.62%|1
2016-03-30|2,002.14|2,005.24|2,009.10|1,998.51|368.30M|0.36%|1
2016-03-31|1,995.85|2,005.72|2,007.43|1,986.74|335.07M|-0.31%|0
2016-04-01|1,973.57|1,994.77|1,994.77|1,970.17|392.26M|-1.12%|0
2016-04-04|1,978.97|1,974.73|1,979.03|1,969.35|363.32M|0.27%|1
2016-04-05|1,962.74|1,972.38|1,973.17|1,959.26|368.16M|-0.82%|0
2016-04-06|1,971.32|1,963.17|1,975.09|1,961.51|358.03M|0.44%|1
2016-04-07|1,973.89|1,978.75|1,980.43|1,964.99|434.06M|0.13%|1
2016-04-08|1,972.05|1,961.29|1,972.12|1,954.11|400.62M|-0.09%|0
2016-04-11|1,970.37|1,972.25|1,973.90|1,963.21|379.54M|-0.09%|0
2016-04-12|1,981.32|1,970.50|1,981.73|1,968.50|387.32M|0.56%|1
2016-04-14|2,015.93|2,004.15|2,016.03|2,000.83|473.52M|1.75%|1
2016-04-15|2,014.71|2,013.38|2,016.95|2,008.68|317.71M|-0.06%|0
2016-04-18|2,009.10|2,001.35|2,009.55|1,998.49|339.25M|-0.28%|0
2016-04-19|2,011.36|2,015.10|2,020.29|2,007.68|401.24M|0.11%|1
2016-04-20|2,005.83|2,017.05|2,023.77|2,005.82|423.96M|-0.27%|0
2016-04-21|2,022.10|2,014.60|2,022.10|2,009.45|392.10M|0.81%|1
2016-04-22|2,015.49|2,014.93|2,017.90|2,010.94|480.47M|-0.33%|0
2016-04-25|2,014.55|2,016.05|2,016.65|2,007.18|397.68M|-0.05%|0
2016-04-26|2,019.63|2,013.26|2,021.59|2,011.85|509.28M|0.25%|1
2016-04-27|2,015.40|2,019.31|2,019.86|2,012.75|412.80M|-0.21%|0
2016-04-28|2,000.93|2,020.83|2,022.99|1,998.60|341.14M|-0.72%|0
2016-04-29|1,994.15|1,998.68|1,999.34|1,983.30|401.06M|-0.34%|0
2016-05-02|1,978.15|1,991.84|1,991.84|1,977.03|328.20M|-0.80%|0
2016-05-03|1,986.41|1,988.34|1,989.41|1,979.66|310.49M|0.42%|1
2016-05-04|1,976.71|1,978.24|1,982.38|1,969.22|352.70M|-0.49%|0
2016-05-09|1,967.81|1,974.52|1,976.14|1,962.92|342.19M|-0.45%|0
2016-05-10|1,982.50|1,965.86|1,982.50|1,964.90|369.08M|0.75%|1
2016-05-11|1,980.10|1,989.17|1,989.17|1,970.48|398.53M|-0.12%|0
2016-05-12|1,977.49|1,973.28|1,981.49|1,970.54|462.88M|-0.13%|0
2016-05-13|1,966.99|1,979.97|1,980.45|1,962.77|509.12M|-0.53%|0
2016-05-16|1,967.91|1,961.91|1,970.53|1,961.32|526.72M|0.05%|1
2016-05-17|1,968.06|1,973.86|1,975.10|1,962.57|597.58M|0.01%|1
2016-05-18|1,956.73|1,962.78|1,964.34|1,945.56|696.27M|-0.58%|0
2016-05-19|1,946.78|1,953.91|1,954.29|1,942.48|505.92M|-0.51%|0
2016-05-20|1,947.67|1,943.84|1,951.50|1,940.36|388.05M|0.05%|1
2016-05-23|1,955.25|1,954.26|1,956.77|1,940.44|399.51M|0.39%|1
2016-05-24|1,937.68|1,951.18|1,951.39|1,937.67|517.08M|-0.90%|0
2016-05-25|1,960.51|1,953.63|1,964.91|1,951.17|656.87M|1.18%|1
2016-05-26|1,957.06|1,965.81|1,967.45|1,955.97|558.26M|-0.18%|0
2016-05-27|1,969.17|1,962.33|1,971.27|1,959.75|523.53M|0.62%|1
2016-05-30|1,967.13|1,969.72|1,970.54|1,955.49|550.50M|-0.10%|0
2016-05-31|1,983.40|1,962.47|1,984.18|1,958.16|657.04M|0.83%|1
2016-06-01|1,982.72|1,976.87|1,986.76|1,975.82|502.29M|-0.03%|0
2016-06-02|1,985.11|1,983.86|1,988.00|1,978.82|474.23M|0.12%|1
2016-06-03|1,985.84|1,991.58|1,991.58|1,979.66|540.86M|0.04%|1
2016-06-07|2,011.63|1,993.08|2,011.67|1,992.77|481.35M|1.30%|1
2016-06-08|2,027.08|2,013.72|2,027.09|2,008.59|497.94M|0.77%|1
2016-06-09|2,024.17|2,028.02|2,035.27|2,012.14|599.68M|-0.14%|0
2016-06-10|2,017.63|2,022.77|2,022.77|2,014.15|404.30M|-0.32%|0
2016-06-13|1,979.06|2,001.03|2,001.79|1,976.69|443.00M|-1.91%|0
2016-06-14|1,972.03|1,976.80|1,982.32|1,965.34|439.94M|-0.36%|0
2016-06-15|1,968.83|1,972.00|1,975.87|1,960.97|376.77M|-0.16%|0
2016-06-16|1,951.99|1,971.53|1,974.01|1,944.80|438.79M|-0.86%|0
2016-06-17|1,953.40|1,966.23|1,970.54|1,949.60|485.27M|0.07%|1
2016-06-20|1,981.12|1,974.43|1,984.07|1,969.56|391.34M|1.42%|1
2016-06-21|1,982.70|1,977.80|1,983.87|1,971.99|557.44M|0.08%|1
2016-06-22|1,992.58|1,981.78|1,994.76|1,979.37|407.44M|0.50%|1
2016-06-23|1,986.71|1,989.42|1,990.71|1,980.14|455.39M|-0.29%|0
2016-06-24|1,925.24|2,001.55|2,001.55|1,892.75|750.55M|-3.09%|0
2016-06-27|1,926.85|1,901.85|1,926.87|1,900.83|394.27M|0.08%|1
2016-06-28|1,936.22|1,907.71|1,937.99|1,907.49|373.46M|0.49%|1
2016-06-29|1,956.36|1,946.31|1,966.21|1,941.90|451.19M|1.04%|1
2016-06-30|1,970.35|1,971.54|1,972.81|1,959.28|349.86M|0.72%|1
2016-07-01|1,987.32|1,977.36|1,993.98|1,975.89|448.13M|0.86%|1
2016-07-04|1,995.30|1,989.44|1,997.37|1,985.11|468.61M|0.40%|1
2016-07-05|1,989.85|1,995.69|1,996.77|1,985.94|405.49M|-0.27%|0
2016-07-06|1,953.12|1,980.11|1,982.80|1,944.33|457.44M|-1.85%|0
2016-07-07|1,974.08|1,963.30|1,976.49|1,959.83|378.76M|1.07%|1
2016-07-08|1,963.10|1,972.28|1,979.75|1,956.91|356.53M|-0.56%|0
2016-07-11|1,988.54|1,979.36|1,990.95|1,977.81|337.76M|1.30%|1
2016-07-12|1,991.23|1,991.13|1,998.03|1,986.45|432.65M|0.14%|1
2016-07-13|2,005.55|2,007.65|2,013.60|1,995.84|357.64M|0.72%|1
2016-07-14|2,008.77|2,004.12|2,009.67|1,997.94|340.23M|0.16%|1
2016-07-15|2,017.26|2,015.37|2,022.34|2,011.10|477.81M|0.42%|1
2016-07-18|2,021.11|2,018.22|2,022.11|2,012.30|380.09M|0.19%|1
2016-07-19|2,016.89|2,022.80|2,023.22|2,010.27|380.80M|-0.21%|0
2016-07-20|2,015.46|2,013.40|2,015.47|2,003.87|316.34M|-0.07%|0
2016-07-21|2,012.22|2,019.36|2,020.55|2,007.59|391.05M|-0.16%|0
2016-07-22|2,010.34|2,005.37|2,014.44|2,002.66|320.95M|-0.09%|0
2016-07-25|2,012.32|2,014.74|2,020.69|2,006.63|350.23M|0.10%|1
2016-07-26|2,027.34|2,009.40|2,027.34|2,008.25|338.61M|0.75%|1
2016-07-27|2,025.05|2,027.07|2,030.69|2,021.15|411.66M|-0.11%|0
2016-07-28|2,021.10|2,029.07|2,029.38|2,014.36|350.88M|-0.20%|0
2016-07-29|2,016.19|2,023.24|2,028.99|2,016.19|366.38M|-0.24%|0
2016-08-01|2,029.61|2,024.71|2,031.58|2,024.57|369.59M|0.67%|1
2016-08-02|2,019.03|2,023.55|2,026.10|2,017.59|409.94M|-0.52%|0
2016-08-03|1,994.79|2,008.68|2,008.68|1,993.00|485.85M|-1.20%|0
2016-08-04|2,000.03|2,006.08|2,006.48|1,994.73|326.51M|0.26%|1
2016-08-05|2,017.94|2,006.23|2,018.16|2,004.37|289.29M|0.90%|1
2016-08-08|2,031.12|2,025.55|2,031.14|2,018.81|270.48M|0.65%|1
2016-08-09|2,043.78|2,033.52|2,046.03|2,032.18|436.72M|0.62%|1
2016-08-10|2,044.64|2,043.03|2,049.36|2,039.86|331.09M|0.04%|1
2016-08-11|2,048.80|2,042.64|2,048.80|2,035.25|346.08M|0.20%|1
2016-08-12|2,050.47|2,053.82|2,060.84|2,046.15|376.49M|0.08%|1
2016-08-16|2,047.76|2,056.00|2,063.09|2,047.73|374.87M|-0.13%|0
2016-08-17|2,043.75|2,045.37|2,048.29|2,032.53|391.72M|-0.20%|0
2016-08-18|2,055.47|2,048.15|2,056.09|2,041.90|353.08M|0.57%|1
2016-08-19|2,056.24|2,057.90|2,059.30|2,049.52|392.32M|0.04%|1
2016-08-22|2,042.16|2,054.37|2,054.71|2,040.51|343.50M|-0.68%|0
2016-08-23|2,049.93|2,044.27|2,051.43|2,041.86|360.41M|0.38%|1
2016-08-24|2,043.76|2,050.82|2,052.74|2,039.53|285.18M|-0.30%|0
2016-08-25|2,042.92|2,041.58|2,046.00|2,035.01|277.43M|-0.04%|0
2016-08-26|2,037.50|2,036.74|2,039.91|2,027.68|288.18M|-0.27%|0
2016-08-29|2,032.35|2,028.64|2,034.63|2,024.93|316.97M|-0.25%|0
2016-08-30|2,039.74|2,038.60|2,049.99|2,036.76|378.56M|0.36%|1
2016-08-31|2,034.65|2,038.58|2,041.17|2,027.24|400.95M|-0.25%|0
2016-09-01|2,032.72|2,022.96|2,032.72|2,016.47|300.51M|-0.09%|0
2016-09-02|2,038.31|2,033.92|2,039.18|2,030.17|342.63M|0.28%|1
2016-09-05|2,060.08|2,049.19|2,061.00|2,047.49|572.97M|1.07%|1
2016-09-06|2,066.53|2,058.21|2,067.77|2,057.26|462.55M|0.31%|1
2016-09-07|2,061.88|2,068.81|2,073.89|2,061.88|687.16M|-0.23%|0
2016-09-08|2,063.73|2,064.96|2,070.66|2,053.20|656.65M|0.09%|1
2016-09-09|2,037.87|2,048.94|2,049.30|2,029.46|392.68M|-1.25%|0
2016-09-12|1,991.48|2,003.67|2,011.04|1,991.47|422.88M|-2.28%|0
2016-09-13|1,999.36|2,011.93|2,013.03|1,997.58|437.42M|0.40%|1
2016-09-19|2,015.78|1,997.43|2,019.45|1,997.10|434.44M|0.82%|1
2016-09-20|2,025.71|2,014.50|2,026.56|2,010.25|362.34M|0.49%|1
2016-09-21|2,035.99|2,022.81|2,035.99|2,021.78|525.10M|0.51%|1
2016-09-22|2,049.70|2,050.31|2,060.26|2,048.80|447.59M|0.67%|1
2016-09-23|2,054.07|2,053.22|2,057.35|2,048.96|494.11M|0.21%|1
2016-09-26|2,047.11|2,052.76|2,060.71|2,042.70|359.62M|-0.34%|0
2016-09-27|2,062.82|2,037.32|2,064.89|2,031.13|664.04M|0.77%|1
2016-09-28|2,053.06|2,062.57|2,062.98|2,051.68|546.45M|-0.47%|0
2016-09-29|2,068.72|2,063.74|2,072.09|2,063.74|416.17M|0.76%|1
2016-09-30|2,043.63|2,054.25|2,056.33|2,042.77|326.39M|-1.21%|0
2016-10-04|2,054.86|2,056.94|2,059.25|2,050.46|318.85M|0.55%|1
2016-10-05|2,053.00|2,043.37|2,056.01|2,036.87|292.34M|-0.09%|0
2016-10-06|2,065.30|2,069.30|2,070.43|2,055.83|337.71M|0.60%|1
2016-10-07|2,053.80|2,065.95|2,067.49|2,051.60|422.45M|-0.56%|0
2016-10-10|2,056.82|2,047.19|2,058.73|2,039.99|314.90M|0.15%|1
2016-10-11|2,031.93|2,053.29|2,060.78|2,030.51|343.22M|-1.21%|0
2016-10-12|2,033.73|2,022.97|2,037.02|2,022.39|297.37M|0.09%|1
2016-10-13|2,015.44|2,033.99|2,035.93|2,014.89|440.26M|-0.90%|0
2016-10-14|2,022.66|2,021.66|2,028.76|2,021.11|458.90M|0.36%|1
2016-10-17|2,027.61|2,028.93|2,033.56|2,011.81|333.40M|0.24%|1
2016-10-18|2,040.43|2,027.81|2,040.72|2,026.47|305.93M|0.63%|1
2016-10-19|2,040.94|2,036.18|2,050.51|2,035.90|321.94M|0.02%|1
2016-10-20|2,040.60|2,044.12|2,048.25|2,036.54|276.00M|-0.02%|0
2016-10-21|2,033.00|2,039.40|2,040.40|2,029.79|260.36M|-0.37%|0
2016-10-24|2,047.74|2,037.19|2,047.74|2,036.77|252.04M|0.73%|1
2016-10-25|2,037.17|2,042.29|2,042.65|2,031.25|299.10M|-0.52%|0
2016-10-26|2,013.89|2,030.37|2,030.37|2,002.29|392.40M|-1.14%|0
2016-10-27|2,024.12|2,018.24|2,026.33|2,015.66|298.69M|0.51%|1
2016-10-28|2,019.42|2,021.97|2,026.85|2,015.72|270.53M|-0.23%|0
2016-10-31|2,008.19|2,011.29|2,016.01|2,005.95|400.66M|-0.56%|0
2016-11-01|2,007.39|2,003.41|2,010.51|1,990.45|321.78M|-0.04%|0
2016-11-02|1,978.94|1,995.41|1,997.46|1,976.34|333.53M|-1.42%|0
2016-11-03|1,983.80|1,974.93|1,988.82|1,973.58|272.73M|0.25%|1
2016-11-04|1,982.02|1,983.87|1,985.29|1,976.57|227.78M|-0.09%|0
2016-11-07|1,997.58|1,997.58|2,001.74|1,992.14|210.33M|0.79%|1
2016-11-08|2,003.38|2,009.56|2,010.17|1,994.33|239.58M|0.29%|1
2016-11-09|1,958.38|2,008.08|2,015.23|1,931.07|709.04M|-2.25%|0
2016-11-10|2,002.60|1,989.85|2,002.60|1,983.26|433.88M|2.26%|1
2016-11-11|1,984.43|1,988.87|1,994.05|1,982.15|386.86M|-0.91%|0
2016-11-14|1,974.40|1,982.93|1,988.65|1,974.27|352.12M|-0.51%|0
2016-11-15|1,967.53|1,977.33|1,978.94|1,967.21|375.66M|-0.35%|0
2016-11-16|1,979.65|1,980.82|1,985.67|1,976.63|306.50M|0.62%|1
2016-11-17|1,980.55|1,976.21|1,983.87|1,968.80|272.17M|0.05%|1
2016-11-18|1,974.58|1,983.07|1,983.26|1,968.13|306.96M|-0.30%|0
2016-11-21|1,966.05|1,971.03|1,976.23|1,962.42|223.51M|-0.43%|0
2016-11-22|1,983.47|1,976.07|1,986.82|1,974.05|231.37M|0.89%|1
2016-11-23|1,987.95|1,987.64|1,996.65|1,981.22|308.20M|0.23%|1
2016-11-24|1,971.26|1,985.11|1,988.96|1,968.50|235.44M|-0.84%|0
2016-11-25|1,974.46|1,972.60|1,978.45|1,969.09|201.94M|0.16%|1
2016-11-28|1,978.13|1,976.58|1,983.43|1,966.78|213.58M|0.19%|1
2016-11-29|1,978.39|1,977.10|1,982.53|1,972.31|214.57M|0.01%|1
2016-11-30|1,983.48|1,980.38|1,988.44|1,977.09|233.09M|0.26%|1
2016-12-01|1,983.75|1,987.48|1,989.08|1,979.67|217.88M|0.01%|1
2016-12-02|1,970.61|1,980.14|1,981.64|1,966.42|243.18M|-0.66%|0
2016-12-05|1,963.36|1,965.71|1,971.24|1,960.65|237.19M|-0.37%|0
2016-12-06|1,989.86|1,976.51|1,993.47|1,976.51|214.65M|1.35%|1
2016-12-07|1,991.89|1,995.69|1,997.62|1,987.26|204.41M|0.10%|1
2016-12-08|2,031.07|2,008.31|2,031.07|2,007.57|239.43M|1.97%|1
